Hours Studied;Previous Scores;Extracurricular Activities;Sleep Hours;Sample Question Papers Practiced;Performance Index
8;80;Yes;8;4;75.00.00
7;75;Yes;6;9;69.00.00
2;86;No;9;7;62.00.00
3;82;No;5;8;63.00.00
1;40;No;9;2;11.00
9;89;Yes;6;9;91.00.00
7;68;No;6;3;58.00.00
1;40;No;6;0;15.00
3;47;No;7;4;24.00.00
4;96;No;7;3;80.00.00
4;55;No;9;5;36.00.00
5;97;No;7;5;83.00.00
3;67;Yes;5;9;49.00.00
3;61;No;4;5;41.00.00
1;57;No;9;2;33.00.00
7;61;No;8;6;52.00.00
1;80;No;8;2;52.00.00
2;51;No;9;5;31.00.00
4;58;No;4;9;38.00.00
4;64;No;8;0;45.00.00
5;89;No;9;7;79.00.00
2;98;No;9;6;78.00.00
4;44;Yes;6;8;24.00.00
1;98;Yes;5;2;72.00.00
2;73;Yes;8;7;52.00.00
1;78;No;5;1;50.00.00
4;98;Yes;9;8;83.00.00
4;49;Yes;4;0;32.00.00
7;86;Yes;9;9;84.00.00
9;96;Yes;8;6;95.00.00
9;46;No;5;9;43.00.00
5;99;Yes;6;0;82.00.00
1;76;Yes;6;5;54.00.00
1;86;No;9;0;59.00.00
6;91;Yes;4;3;78.00.00
2;99;No;7;6;79.00.00
8;91;Yes;8;1;87.00.00
9;54;Yes;9;2;53.00.00
4;81;Yes;6;3;65.00.00
5;63;No;6;5;48.00.00
8;65;Yes;4;8;61.00.00
3;65;Yes;6;3;41.00.00
5;85;No;8;5;75.00.00
3;65;Yes;4;6;44.00.00
3;97;Yes;5;3;79.00.00
3;49;Yes;4;5;29.00.00
7;56;Yes;8;2;44.00.00
7;92;Yes;8;4;85.00.00
7;53;No;5;9;40.00.00
8;41;No;9;3;36.00.00
5;87;No;4;6;72.00.00
5;52;Yes;8;5;36.00.00
4;66;Yes;8;6;51.00.00
7;48;Yes;5;5;38.00.00
4;46;Yes;7;1;28.00.00
2;87;Yes;4;6;59.00.00
4;49;No;8;7;30.00.00
8;95;No;6;6;88.00.00
9;93;No;5;3;87.00.00
3;48;Yes;7;3;27.00.00
7;61;No;7;4;51.00.00
9;62;No;5;8;59.00.00
4;46;No;7;4;23.00
3;87;No;8;1;71.00.00
5;48;Yes;7;4;33.00.00
1;66;Yes;4;2;38.00.00
3;63;No;6;9;45.00.00
8;68;No;8;7;67.00.00
8;56;No;5;9;49.00.00
4;59;No;6;9;44.00.00
2;46;No;9;1;22.00
8;82;No;8;3;79.00.00
8;79;No;6;4;74.00.00
4;46;No;7;3;26.00.00
3;67;No;9;4;49.00.00
2;58;Yes;5;9;33.00.00
9;59;No;5;3;53.00.00
1;83;Yes;4;2;53.00.00
7;78;Yes;7;0;69.00.00
5;79;No;4;3;65.00.00
8;46;No;4;8;37.00.00
4;45;Yes;7;0;28.00.00
7;64;Yes;8;6;56.00.00
5;80;No;9;2;64.00.00
5;98;Yes;4;7;83.00.00
9;52;No;6;5;50.00.00
9;78;No;9;0;77.00.00
9;79;Yes;8;9;79.00.00
6;61;No;7;4;49.00.00
6;88;Yes;5;7;77.00.00
5;56;No;8;2;40.00.00
9;87;No;4;3;83.00.00
8;61;Yes;6;6;53.00.00
7;73;Yes;9;5;66.00.00
7;47;No;7;6;42.00.00
6;88;No;5;8;76.00.00
5;84;Yes;9;8;75.00.00
4;57;No;6;1;40.00.00
3;63;Yes;5;2;45.00.00
3;99;Yes;7;3;73.00.00
6;93;Yes;9;5;84.00.00
4;99;No;8;4;84.00.00
6;81;Yes;4;5;71.00.00
3;41;No;7;7;23.00
4;41;Yes;6;1;24.00.00
9;66;No;8;5;64.00.00
5;53;No;9;8;38.00.00
7;87;Yes;5;4;74.00.00
2;78;Yes;8;0;58.00.00
5;92;Yes;8;7;78.00.00
9;92;No;6;3;88.00.00
3;95;No;4;7;76.00.00
9;51;No;8;3;48.00.00
6;71;Yes;8;7;59.00.00
4;67;Yes;4;8;46.00.00
7;94;Yes;4;4;84.00.00
8;67;Yes;5;4;61.00.00
6;85;Yes;9;1;76.00.00
5;64;No;5;8;49.00.00
6;43;Yes;4;3;30.00.00
5;65;No;7;2;47.00.00
8;75;Yes;4;1;70.00.00
1;89;Yes;5;2;69.00.00
7;42;Yes;6;3;35.00.00
2;40;Yes;6;8;20.00
9;56;Yes;9;5;55.00.00
1;46;No;8;9;19.00
6;87;Yes;6;4;74.00.00
9;44;No;5;8;42.00.00
1;58;No;6;7;34.00.00
4;78;No;7;5;59.00.00
4;85;No;4;2;67.00.00
9;73;Yes;4;6;70.00.00
5;74;Yes;5;9;61.00.00
5;88;Yes;8;5;76.00.00
6;55;Yes;4;7;44.00.00
1;79;Yes;6;5;50.00.00
1;89;No;7;9;68.00.00
9;86;Yes;8;3;87.00.00
3;78;Yes;8;9;60.00.00
4;66;No;8;6;47.00.00
1;80;Yes;4;6;55.00.00
9;77;Yes;9;7;73.00.00
8;89;No;8;1;87.00.00
2;89;Yes;5;5;66.00.00
8;64;No;6;2;56.00.00
7;65;No;9;7;59.00.00
6;95;Yes;7;3;83.00.00
1;53;No;6;3;26.00.00
7;53;Yes;5;1;41.00.00
7;53;Yes;5;5;45.00.00
9;64;Yes;9;5;63.00.00
1;75;No;6;0;50.00.00
2;43;No;4;7;15.00
9;86;No;5;2;79.00.00
9;54;No;8;0;49.00.00
6;71;No;7;9;63.00.00
6;57;No;7;0;42.00.00
4;53;No;5;0;32.00.00
4;97;No;8;4;84.00.00
5;40;No;6;4;26.00.00
3;81;No;7;0;62.00.00
1;59;No;8;4;33.00.00
1;49;Yes;8;6;28.00.00
7;49;No;4;4;36.00.00
1;98;Yes;5;8;73.00.00
1;63;Yes;8;3;37.00.00
3;73;Yes;6;8;53.00.00
4;67;Yes;7;7;48.00.00
4;66;No;4;0;48.00.00
2;79;Yes;6;3;54.00.00
1;40;Yes;7;6;12.00
3;72;Yes;5;0;46.00.00
4;43;No;6;7;24.00.00
3;46;Yes;7;1;26.00.00
8;48;Yes;4;7;42.00.00
1;55;No;7;3;28.00.00
2;44;No;8;7;20.00
7;73;No;4;0;61.00.00
4;99;No;6;4;80.00.00
8;62;No;9;8;62.00.00
3;82;No;5;6;59.00.00
6;89;No;4;2;74.00.00
9;64;No;4;3;59.00.00
1;96;No;4;9;68.00.00
1;90;Yes;7;6;66.00.00
8;52;No;8;5;43.00.00
3;63;Yes;9;3;44.00.00
5;50;Yes;5;2;34.00.00
1;91;No;5;1;62.00.00
5;90;No;8;9;77.00.00
6;56;No;7;8;44.00.00
8;76;No;7;2;69.00.00
3;52;Yes;8;6;35.00.00
3;66;Yes;8;0;50.00.00
9;59;No;6;7;50.00.00
4;72;Yes;7;0;54.00.00
4;81;No;4;1;59.00.00
7;71;Yes;5;0;60.00.00
2;47;Yes;7;3;25.00.00
8;95;No;8;1;94.00.00
6;68;No;4;0;53.00.00
3;79;Yes;6;0;59.00.00
9;58;No;9;1;53.00.00
5;45;Yes;6;5;29.00.00
8;83;No;4;1;73.00.00
7;99;No;4;1;87.00.00
8;78;No;8;7;72.00.00
7;87;No;9;4;82.00.00
3;80;No;8;7;60.00.00
2;60;No;5;7;38.00.00
7;96;No;9;1;89.00.00
3;61;Yes;9;6;45.00.00
3;81;No;5;8;57.00.00
2;49;Yes;6;7;27.00.00
4;49;No;4;8;31.00.00
8;91;Yes;6;7;86.00.00
1;68;No;8;3;45.00.00
1;55;No;7;9;30.00.00
5;40;Yes;8;6;28.00.00
5;56;No;7;8;43.00.00
1;69;No;4;8;43.00.00
6;65;No;4;3;52.00.00
1;92;No;9;6;68.00.00
5;85;No;4;5;73.00.00
9;58;Yes;5;2;56.00.00
5;92;No;5;9;78.00.00
6;60;Yes;7;5;49.00.00
8;56;Yes;6;7;52.00.00
1;85;Yes;9;1;62.00.00
2;79;Yes;6;2;59.00.00
9;60;Yes;7;7;60.00.00
3;92;Yes;5;3;71.00.00
6;80;Yes;8;3;68.00.00
5;79;Yes;9;1;68.00.00
2;84;No;7;9;63.00.00
7;88;Yes;6;0;77.00.00
4;58;No;7;6;43.00.00
1;99;Yes;7;3;77.00.00
4;46;Yes;4;5;28.00.00
6;56;No;5;7;47.00.00
7;40;Yes;9;6;34.00.00
7;76;No;4;6;64.00.00
7;96;Yes;5;5;88.00.00
3;45;No;7;3;21.00
6;65;No;5;3;53.00.00
8;41;Yes;6;8;34.00.00
4;98;Yes;9;4;83.00.00
8;71;Yes;4;8;67.00.00
2;96;Yes;9;8;75.00.00
9;87;No;7;3;88.00.00
9;93;No;6;1;87.00.00
8;44;No;5;1;32.00.00
1;76;No;5;8;50.00.00
2;70;No;6;8;50.00.00
6;51;No;5;2;38.00.00
5;74;No;4;4;57.00.00
9;69;Yes;8;4;64.00.00
5;87;Yes;5;1;71.00.00
2;45;Yes;7;1;19.00
4;54;Yes;5;9;38.00.00
9;54;Yes;9;0;52.00.00
1;55;Yes;7;1;27.00.00
1;59;Yes;5;6;32.00.00
7;52;Yes;5;0;45.00.00
3;83;No;7;0;61.00.00
2;81;Yes;4;8;57.00.00
9;85;Yes;8;1;83.00.00
3;70;Yes;8;3;48.00.00
2;73;No;4;2;50.00.00
8;68;Yes;5;3;61.00.00
6;42;No;8;6;29.00.00
6;48;No;4;9;37.00.00
7;50;Yes;4;1;39.00.00
7;50;No;8;1;39.00.00
6;64;Yes;7;8;54.00.00
4;61;Yes;6;5;46.00.00
9;81;Yes;7;6;78.00.00
6;97;No;5;4;83.00.00
4;85;Yes;7;4;64.00.00
3;48;Yes;9;3;26.00.00
4;59;Yes;6;7;41.00.00
3;98;No;6;6;76.00.00
2;60;No;4;9;35.00.00
5;49;No;9;1;39.00.00
2;61;No;5;1;39.00.00
6;68;Yes;4;5;54.00.00
3;48;Yes;7;0;28.00.00
6;44;No;7;6;30.00.00
9;79;Yes;8;7;81.00.00
1;50;No;4;9;24.00.00
6;40;Yes;9;7;32.00.00
9;92;Yes;4;2;87.00.00
4;81;No;4;6;66.00.00
2;40;No;4;0;13.00
4;97;Yes;6;2;76.00.00
1;93;No;8;5;68.00.00
3;78;Yes;5;8;57.00.00
9;99;Yes;5;4;98.00.00
5;85;Yes;5;4;69.00.00
6;44;Yes;6;8;34.00.00
3;88;No;8;8;68.00.00
5;61;Yes;9;5;47.00.00
8;65;Yes;8;4;60.00.00
6;92;Yes;6;9;83.00.00
4;45;No;9;1;25.00.00
2;71;Yes;4;7;50.00.00
9;87;No;7;7;87.00.00
1;50;No;4;6;22.00
1;49;No;5;7;22.00
4;86;No;4;2;62.00.00
7;78;No;6;2;72.00.00
1;94;No;5;1;66.00.00
9;73;No;7;0;71.00.00
4;70;Yes;9;2;53.00.00
3;51;Yes;9;2;32.00.00
1;90;No;5;6;65.00.00
4;83;No;4;9;65.00.00
9;55;No;8;8;50.00.00
6;77;Yes;8;0;66.00.00
6;42;No;9;7;29.00.00
1;41;Yes;8;0;13.00
2;91;Yes;5;2;66.00.00
6;44;No;8;3;32.00.00
2;50;Yes;6;7;26.00.00
3;97;No;9;0;75.00.00
4;64;No;7;1;46.00.00
5;74;No;8;4;62.00.00
9;74;Yes;6;5;69.00.00
4;61;No;6;4;43.00.00
9;76;Yes;5;2;74.00.00
3;61;No;9;9;43.00.00
8;94;No;5;6;86.00.00
1;50;No;7;0;24.00.00
9;71;No;7;1;67.00.00
9;74;No;4;8;71.00.00
2;70;Yes;7;3;48.00.00
4;84;No;9;7;64.00.00
8;92;No;9;8;88.00.00
7;47;No;5;6;39.00.00
1;59;Yes;6;0;35.00.00
5;81;No;4;4;67.00.00
7;73;No;7;5;65.00.00
4;43;No;6;7;27.00.00
1;57;No;5;9;32.00.00
9;90;Yes;8;7;89.00.00
5;43;No;4;8;30.00.00
2;59;Yes;9;8;37.00.00
8;97;Yes;6;3;91.00.00
2;48;Yes;5;5;26.00.00
3;55;Yes;5;2;32.00.00
1;65;No;4;0;34.00.00
2;77;No;4;5;51.00.00
7;64;Yes;7;0;56.00.00
2;43;Yes;7;8;26.00.00
6;80;Yes;9;5;73.00.00
3;98;No;9;0;80.00.00
4;84;Yes;4;2;69.00.00
8;80;Yes;4;0;73.00.00
3;77;Yes;6;1;55.00.00
6;92;Yes;7;5;82.00.00
1;58;Yes;5;6;32.00.00
7;53;No;7;0;41.00.00
8;60;Yes;7;9;55.00.00
8;54;No;4;4;43.00.00
3;42;No;4;5;20.00
1;76;No;7;3;50.00.00
9;92;No;8;5;90.00.00
6;89;No;8;4;82.00.00
9;85;Yes;9;6;85.00.00
7;55;No;7;3;49.00.00
1;53;No;8;0;24.00.00
1;48;Yes;9;1;25.00.00
6;86;No;9;5;76.00.00
5;46;Yes;7;9;33.00.00
9;53;Yes;9;1;48.00.00
2;45;Yes;4;4;21.00
8;60;Yes;4;3;58.00.00
5;54;Yes;4;6;40.00.00
2;91;No;5;3;67.00.00
6;47;Yes;4;6;35.00.00
8;73;Yes;4;7;68.00.00
4;79;No;7;6;66.00.00
2;40;No;8;1;16.00
5;71;No;8;0;57.00.00
2;97;No;4;4;73.00.00
2;88;Yes;4;6;64.00.00
6;90;No;4;0;77.00.00
9;44;Yes;9;7;46.00.00
4;69;No;7;2;50.00.00
6;61;No;7;6;50.00.00
7;59;No;7;2;51.00.00
6;55;No;8;3;43.00.00
8;46;No;5;7;40.00.00
4;46;Yes;8;1;30.00.00
1;89;Yes;7;5;63.00.00
7;89;Yes;6;9;82.00.00
3;41;No;5;8;20.00
6;86;Yes;4;9;73.00.00
2;53;No;9;8;32.00.00
9;70;No;8;4;67.00.00
1;89;Yes;9;2;69.00.00
6;80;Yes;5;5;67.00.00
6;53;No;6;8;44.00.00
5;44;No;5;5;29.00.00
5;50;Yes;8;3;38.00.00
1;79;No;7;4;52.00.00
5;44;Yes;4;6;25.00.00
2;68;Yes;7;9;46.00.00
7;50;No;7;2;42.00.00
3;44;No;8;8;24.00.00
4;88;No;7;0;70.00.00
3;93;No;7;7;78.00.00
3;71;Yes;8;4;51.00.00
4;75;No;8;9;61.00.00
5;54;Yes;6;8;38.00.00
1;58;Yes;7;1;34.00.00
4;61;No;5;0;42.00.00
8;73;Yes;4;9;68.00.00
7;95;No;9;6;87.00.00
9;56;No;4;9;53.00.00
5;51;Yes;8;8;39.00.00
4;64;Yes;9;4;45.00.00
8;95;Yes;8;3;89.00.00
9;56;No;6;3;53.00.00
7;49;No;7;7;39.00.00
7;67;Yes;8;0;59.00.00
5;96;No;8;0;81.00.00
4;57;No;4;7;40.00.00
1;90;Yes;7;1;64.00.00
7;57;No;6;9;53.00.00
1;84;Yes;8;5;56.00.00
1;71;Yes;8;1;44.00.00
5;53;Yes;8;4;41.00.00
9;95;No;4;2;91.00.00
6;55;Yes;8;6;46.00.00
3;89;Yes;8;8;65.00.00
3;97;Yes;4;1;76.00.00
7;57;Yes;8;6;50.00.00
6;55;No;7;7;45.00.00
9;56;Yes;7;9;55.00.00
6;46;No;4;7;33.00.00
5;51;Yes;7;6;37.00.00
7;73;No;9;3;63.00.00
1;49;No;9;3;24.00.00
7;44;No;9;9;37.00.00
3;60;No;6;8;39.00.00
9;42;Yes;8;9;41.00.00
6;58;Yes;6;8;46.00.00
9;84;No;7;4;78.00.00
5;83;No;4;6;69.00.00
7;74;No;9;6;71.00.00
4;45;Yes;4;8;28.00.00
7;53;No;6;6;45.00.00
1;43;No;7;7;20.00
7;84;Yes;8;6;81.00.00
8;90;Yes;7;3;85.00.00
5;57;Yes;9;1;42.00.00
2;68;Yes;7;2;46.00.00
5;74;Yes;4;6;60.00.00
6;91;Yes;5;8;82.00.00
2;77;No;9;1;55.00.00
6;55;No;8;6;44.00.00
6;59;Yes;9;3;47.00.00
1;63;No;9;6;41.00.00
1;74;Yes;8;4;48.00.00
3;83;No;9;6;62.00.00
3;90;Yes;4;5;64.00.00
4;58;Yes;7;1;40.00.00
2;95;No;4;6;70.00.00
9;43;No;7;4;39.00.00
7;72;Yes;5;8;63.00.00
7;41;Yes;9;0;32.00.00
6;52;Yes;5;0;37.00.00
3;97;Yes;6;1;75.00.00
6;84;Yes;7;7;72.00.00
8;69;Yes;4;8;63.00.00
8;73;No;4;6;64.00.00
9;69;No;9;0;69.00.00
1;90;No;4;6;63.00.00
1;93;No;6;7;65.00.00
3;63;No;8;6;44.00.00
3;87;Yes;4;4;65.00.00
8;83;Yes;9;6;81.00.00
1;72;No;5;9;45.00.00
2;80;Yes;4;1;59.00.00
2;88;No;4;8;67.00.00
3;49;No;4;1;34.00.00
6;57;Yes;9;1;46.00.00
1;58;Yes;8;4;35.00.00
2;46;No;4;7;22.00
1;96;No;8;5;72.00.00
5;58;No;8;8;47.00.00
7;63;No;6;5;55.00.00
8;54;Yes;5;4;47.00.00
1;80;No;4;0;55.00.00
7;81;Yes;4;7;74.00.00
5;62;No;4;2;49.00.00
1;91;No;8;1;68.00.00
3;91;Yes;7;6;72.00.00
7;43;Yes;5;1;32.00.00
1;77;Yes;9;0;51.00.00
7;43;Yes;4;1;34.00.00
5;44;Yes;7;5;33.00.00
1;80;No;7;1;56.00.00
1;83;No;7;0;54.00.00
1;62;No;5;0;33.00.00
9;79;Yes;7;3;78.00.00
3;92;Yes;9;7;77.00.00
5;76;Yes;4;5;62.00.00
9;50;No;9;3;51.00.00
6;94;Yes;4;5;78.00.00
9;50;No;6;5;46.00.00
8;52;No;8;8;50.00.00
8;53;No;7;3;47.00.00
1;99;Yes;9;5;74.00.00
9;47;No;8;9;47.00.00
6;64;No;8;0;52.00.00
9;57;No;8;6;54.00.00
3;90;Yes;8;6;69.00.00
3;83;No;8;0;64.00.00
6;83;Yes;4;7;69.00.00
9;57;Yes;5;4;58.00.00
7;49;No;7;8;37.00.00
3;46;No;7;7;26.00.00
3;99;Yes;4;2;80.00.00
2;89;No;9;0;64.00.00
9;83;Yes;4;2;78.00.00
3;53;Yes;8;1;35.00.00
5;54;Yes;5;1;36.00.00
9;55;No;7;3;55.00.00
8;41;Yes;9;1;36.00.00
2;69;Yes;6;7;46.00.00
3;69;No;4;4;51.00.00
2;57;No;6;0;30.00.00
8;70;Yes;7;5;68.00.00
6;83;Yes;4;6;69.00.00
6;87;Yes;7;0;78.00.00
9;52;No;4;2;51.00.00
8;59;Yes;9;8;55.00.00
4;88;Yes;7;6;72.00.00
4;89;No;6;3;71.00.00
9;74;No;5;5;69.00.00
1;62;Yes;9;5;38.00.00
2;81;No;9;2;61.00.00
2;72;Yes;4;1;49.00.00
6;77;Yes;6;4;67.00.00
4;74;No;7;7;56.00.00
3;90;Yes;6;2;68.00.00
3;75;Yes;9;4;60.00.00
3;59;No;4;2;34.00.00
6;94;Yes;6;6;83.00.00
8;42;No;7;5;37.00.00
7;47;Yes;8;5;42.00.00
4;79;No;9;0;62.00.00
4;98;No;5;1;80.00.00
2;71;No;5;5;46.00.00
1;68;No;9;7;47.00.00
9;46;No;8;4;46.00.00
2;41;No;4;1;13.00
8;60;Yes;6;4;55.00.00
9;45;Yes;6;8;42.00.00
4;67;No;8;5;51.00.00
8;87;Yes;8;4;81.00.00
9;81;No;7;9;75.00.00
5;75;No;7;5;59.00.00
7;71;Yes;5;8;62.00.00
4;84;No;4;6;65.00.00
1;81;Yes;4;9;51.00.00
3;92;No;8;2;73.00.00
5;85;No;5;9;68.00.00
3;48;Yes;5;9;28.00.00
7;50;No;7;4;39.00.00
9;62;No;6;3;55.00.00
6;89;No;4;4;76.00.00
1;50;Yes;5;7;24.00.00
7;88;Yes;7;5;81.00.00
3;41;Yes;7;3;24.00.00
5;42;Yes;7;4;29.00.00
4;50;Yes;6;6;37.00.00
5;89;No;5;7;74.00.00
5;98;Yes;8;4;84.00.00
6;74;Yes;8;1;64.00.00
6;97;No;7;5;90.00.00
8;54;No;7;8;46.00.00
8;82;Yes;6;2;79.00.00
9;50;No;7;6;48.00.00
8;70;No;9;7;65.00.00
2;67;No;5;5;46.00.00
1;67;Yes;7;2;39.00.00
2;71;No;7;0;49.00.00
2;64;No;5;2;39.00.00
3;59;Yes;4;5;40.00.00
7;67;No;9;3;60.00.00
2;64;No;9;0;43.00.00
1;50;Yes;8;5;25.00.00
6;58;Yes;7;0;45.00.00
9;67;Yes;5;7;64.00.00
3;40;No;8;2;20.00
6;98;Yes;6;2;87.00.00
3;44;Yes;4;0;23.00
1;49;No;7;2;23.00
5;81;No;4;6;67.00.00
4;85;No;7;9;74.00.00
7;73;No;7;7;64.00.00
6;75;No;7;7;66.00.00
7;41;Yes;4;2;29.00.00
5;57;Yes;9;4;42.00.00
4;52;Yes;6;0;37.00.00
7;90;No;9;8;82.00.00
7;44;Yes;5;7;35.00.00
6;59;No;5;9;46.00.00
8;41;No;9;1;40.00.00
4;50;Yes;6;9;34.00.00
5;69;Yes;6;0;52.00.00
4;71;No;7;3;52.00.00
1;71;No;7;8;50.00.00
8;97;Yes;5;7;91.00.00
1;89;Yes;7;2;64.00.00
5;77;No;7;9;67.00.00
6;94;No;6;5;85.00.00
6;67;No;4;8;53.00.00
5;49;No;9;9;35.00.00
3;61;Yes;8;7;41.00.00
5;94;Yes;8;9;81.00.00
8;56;No;7;4;52.00.00
2;61;No;7;8;39.00.00
6;82;Yes;9;8;72.00.00
9;58;No;8;2;55.00.00
8;56;No;6;7;49.00.00
8;63;No;8;3;60.00.00
8;75;No;8;9;69.00.00
7;71;No;8;6;63.00.00
8;97;No;7;9;94.00.00
6;95;Yes;7;7;86.00.00
2;97;No;9;6;75.00.00
2;85;Yes;8;4;66.00.00
8;98;Yes;7;0;97.00.00
1;91;Yes;9;7;71.00.00
6;75;No;8;4;59.00.00
6;67;No;6;2;54.00.00
4;53;No;7;1;34.00.00
3;97;Yes;4;2;77.00.00
3;75;Yes;9;8;60.00.00
1;45;No;7;1;16.00
3;48;No;6;9;30.00.00
4;60;Yes;6;0;42.00.00
5;51;Yes;7;1;36.00.00
3;97;Yes;5;1;77.00.00
6;69;No;9;4;58.00.00
5;70;Yes;8;0;58.00.00
3;79;Yes;8;9;60.00.00
6;95;Yes;6;7;87.00.00
6;43;No;7;1;30.00.00
8;70;No;5;5;59.00.00
2;66;No;9;4;42.00.00
1;97;Yes;4;1;70.00.00
4;96;Yes;8;9;82.00.00
7;64;Yes;9;0;56.00.00
3;44;Yes;9;5;24.00.00
3;45;No;5;5;27.00.00
5;44;Yes;9;2;33.00.00
5;90;Yes;8;7;75.00.00
3;66;No;7;8;45.00.00
9;47;Yes;8;2;45.00.00
4;48;Yes;4;8;30.00.00
3;54;Yes;7;7;29.00.00
2;75;No;6;4;50.00.00
9;96;Yes;5;5;95.00.00
4;80;No;8;0;63.00.00
3;46;Yes;7;4;24.00.00
7;71;No;9;9;63.00.00
8;47;No;7;9;41.00.00
2;86;No;8;6;69.00.00
7;90;Yes;6;0;81.00.00
5;54;Yes;8;9;40.00.00
5;76;No;6;8;66.00.00
3;58;No;9;6;40.00.00
5;78;Yes;8;3;63.00.00
2;45;No;7;3;21.00
4;98;Yes;4;9;81.00.00
6;58;Yes;4;6;47.00.00
1;96;No;9;5;69.00.00
4;67;No;7;2;47.00.00
6;56;Yes;4;8;44.00.00
9;81;Yes;9;5;78.00.00
2;58;Yes;6;1;36.00.00
7;70;No;7;9;60.00.00
6;50;Yes;6;1;43.00.00
2;54;No;7;0;30.00.00
8;49;No;6;4;43.00.00
7;82;Yes;6;9;75.00.00
5;62;No;4;5;46.00.00
5;42;No;7;2;29.00.00
7;42;No;8;3;33.00.00
9;57;No;4;4;51.00.00
9;64;Yes;6;3;58.00.00
9;82;Yes;6;8;81.00.00
6;59;No;8;2;49.00.00
6;97;No;8;4;84.00.00
3;68;No;6;6;47.00.00
1;61;No;8;6;38.00.00
7;89;No;5;5;78.00.00
4;96;Yes;4;8;77.00.00
1;54;Yes;7;6;29.00.00
8;78;Yes;8;3;76.00.00
6;49;Yes;8;9;41.00.00
6;60;No;5;8;51.00.00
2;94;No;7;5;70.00.00
1;91;Yes;5;0;63.00.00
2;68;Yes;7;8;46.00.00
4;71;Yes;4;6;53.00.00
2;49;No;8;5;25.00.00
1;52;No;4;5;26.00.00
7;86;No;7;3;74.00.00
8;62;Yes;8;3;57.00.00
6;89;Yes;5;2;80.00.00
4;62;No;6;7;45.00.00
6;70;No;5;7;56.00.00
3;43;No;6;1;19.00
8;91;Yes;5;4;86.00.00
2;88;No;7;8;70.00.00
5;99;No;4;8;85.00.00
1;42;Yes;6;6;16.00
6;60;No;7;3;47.00.00
2;92;No;4;3;65.00.00
4;41;No;4;9;23.00
6;43;No;8;6;29.00.00
8;40;Yes;8;2;36.00.00
8;54;No;8;2;49.00.00
6;96;Yes;6;4;85.00.00
4;72;No;6;5;56.00.00
8;45;Yes;4;7;39.00.00
8;46;No;6;0;40.00.00
1;58;No;4;6;33.00.00
4;83;Yes;7;7;67.00.00
4;40;No;5;4;19.00
7;78;No;4;9;74.00.00
7;58;Yes;4;1;47.00.00
8;84;No;7;3;77.00.00
5;65;No;8;5;52.00.00
7;83;No;9;8;76.00.00
8;51;No;8;1;42.00.00
9;61;No;8;3;56.00.00
3;52;Yes;4;9;30.00.00
3;67;Yes;4;4;47.00.00
4;53;No;6;7;34.00.00
5;61;No;6;7;48.00.00
1;69;Yes;5;1;42.00.00
7;83;Yes;5;5;74.00.00
9;59;Yes;9;5;58.00.00
8;83;Yes;6;4;75.00.00
5;66;Yes;4;7;54.00.00
4;77;Yes;7;9;62.00.00
7;98;No;6;1;88.00.00
5;81;No;4;1;64.00.00
7;91;No;6;6;81.00.00
1;95;No;8;8;69.00.00
1;80;No;6;2;51.00.00
3;73;Yes;9;6;52.00.00
2;78;Yes;8;2;58.00.00
2;80;Yes;4;5;55.00.00
7;96;Yes;8;2;86.00.00
2;83;Yes;6;0;62.00.00
4;76;Yes;8;5;60.00.00
2;40;No;9;2;15.00
6;93;No;7;0;82.00.00
8;54;Yes;8;4;52.00.00
4;71;No;9;7;57.00.00
5;47;Yes;8;7;34.00.00
4;72;No;5;7;55.00.00
3;57;Yes;7;2;39.00.00
5;84;Yes;4;7;73.00.00
9;68;No;9;3;64.00.00
8;71;Yes;8;7;67.00.00
8;72;No;7;2;67.00.00
8;44;No;4;2;36.00.00
8;57;Yes;7;0;52.00.00
7;87;Yes;9;7;85.00.00
8;97;Yes;5;7;91.00.00
8;49;No;9;8;42.00.00
8;75;No;9;5;74.00.00
7;72;Yes;4;1;65.00.00
1;62;Yes;4;0;36.00.00
4;79;Yes;8;7;63.00.00
4;44;Yes;6;9;29.00.00
5;73;Yes;9;3;60.00.00
6;63;Yes;4;6;50.00.00
4;56;Yes;9;9;40.00.00
2;70;No;9;3;48.00.00
6;46;No;4;0;33.00.00
8;56;Yes;5;7;51.00.00
8;67;Yes;5;9;64.00.00
7;77;No;9;8;70.00.00
6;61;Yes;5;9;49.00.00
2;54;No;9;8;33.00.00
7;76;No;8;8;69.00.00
5;54;Yes;4;3;41.00.00
6;89;No;9;8;79.00.00
8;89;No;5;3;81.00.00
8;64;Yes;5;1;57.00.00
3;92;Yes;7;9;73.00.00
7;60;No;7;2;49.00.00
1;94;Yes;5;1;64.00.00
1;77;No;8;0;49.00.00
7;41;No;6;5;31.00.00
9;66;No;9;3;61.00.00
7;88;No;7;6;81.00.00
5;71;No;9;6;59.00.00
8;60;No;7;9;54.00.00
2;43;Yes;4;0;18.00
9;83;Yes;4;8;80.00.00
6;58;Yes;5;7;43.00.00
9;41;Yes;4;9;39.00.00
2;65;No;4;0;39.00.00
3;73;No;6;7;51.00.00
8;53;No;8;4;49.00.00
1;54;No;5;0;27.00.00
7;59;No;6;3;51.00.00
7;73;Yes;5;6;64.00.00
1;75;Yes;8;4;51.00.00
9;58;Yes;5;2;56.00.00
8;48;No;9;3;46.00.00
4;46;No;9;1;28.00.00
5;69;Yes;9;7;57.00.00
2;52;No;4;1;28.00.00
